congress,chamber,rollnumber,icpsr,cast_code,prob
82,Senate,57,6856,6,98.1
82,Senate,57,6939,6,74.8
82,Senate,57,7020,1,5.8
82,Senate,57,7070,6,97.8
82,Senate,57,7229,6,96.5
82,Senate,57,7958,1,6.6
82,Senate,57,8138,6,96.1
82,Senate,57,8185,6,70.6
82,Senate,57,8270,7,46.6
82,Senate,57,8593,7,98.0
82,Senate,57,8635,1,33.5
82,Senate,57,8666,1,18.5
82,Senate,57,8708,4,94.1
82,Senate,57,8764,4,98.4
82,Senate,57,8883,6,97.2
82,Senate,57,9152,6,40.3
82,Senate,57,9374,6,79.7
82,Senate,57,9401,6,79.7
82,Senate,57,9561,6,98.4
82,Senate,57,9865,7,54.9
82,Senate,57,9930,6,30.2
82,Senate,57,9998,1,78.8
82,Senate,57,10110,7,73.7
82,Senate,57,10163,1,87.4
82,Senate,57,10450,6,82.3
82,Senate,57,96738,6,90.9
82,Senate,58,52,1,53.1
82,Senate,58,165,6,95.6
82,Senate,58,645,1,89.7
82,Senate,58,659,7,84.5
82,Senate,58,1021,7,78.1
82,Senate,58,1024,1,91.3
82,Senate,58,1027,1,89.4
82,Senate,58,1338,6,27.6
82,Senate,58,1341,1,79.2
82,Senate,58,1365,7,87.5
82,Senate,58,1395,7,66.1
82,Senate,58,1489,1,79.9
82,Senate,58,1510,6,35.4
82,Senate,58,1570,7,46.5
82,Senate,58,1678,6,97.3
82,Senate,58,1831,6,97.8
82,Senate,58,1986,6,98.3
82,Senate,58,2066,6,58.5
82,Senate,58,2609,2,86.5
82,Senate,58,2691,1,21.8
82,Senate,58,2745,7,71.0
82,Senate,58,2803,1,68.0
82,Senate,58,2822,6,98.2
82,Senate,58,2838,6,52.0
82,Senate,58,2901,6,98.9
82,Senate,58,3110,1,95.5
82,Senate,58,3206,7,84.9
82,Senate,58,3349,1,6.4
82,Senate,58,3388,5,99.1
82,Senate,58,3536,6,94.8
82,Senate,58,3603,1,5.0
82,Senate,58,3783,6,94.2
82,Senate,58,4227,6,97.0
82,Senate,58,4321,1,93.3
82,Senate,58,4328,6,94.2
82,Senate,58,4382,1,84.1
82,Senate,58,4418,6,99.1
82,Senate,58,4483,6,96.4
82,Senate,58,4520,6,96.0
82,Senate,58,4728,6,93.7
82,Senate,58,4747,6,95.3
82,Senate,58,4834,1,80.0
82,Senate,58,4922,1,86.4
82,Senate,58,4949,6,95.2
82,Senate,58,4979,6,98.3
82,Senate,58,5009,6,99.1
82,Senate,58,5122,6,97.9
82,Senate,58,5158,2,83.5
82,Senate,58,5213,6,98.8
82,Senate,58,5240,6,95.9
82,Senate,58,5343,6,23.8
82,Senate,58,5452,7,6.7
82,Senate,58,5591,6,88.6
82,Senate,58,5739,3,83.6
82,Senate,58,5767,6,99.0
82,Senate,58,5913,6,96.5
82,Senate,58,5944,7,31.8
82,Senate,58,6021,7,93.2
82,Senate,58,6107,6,98.9
82,Senate,58,6132,6,95.4
82,Senate,58,6137,6,44.8
82,Senate,58,6151,6,98.1
82,Senate,58,6242,6,98.9
82,Senate,58,6293,6,96.7
82,Senate,58,6346,6,85.3
82,Senate,58,6525,7,59.1
82,Senate,58,6597,6,97.5
82,Senate,58,6613,6,70.6
82,Senate,58,6796,1,55.5
82,Senate,58,6820,5,97.8
82,Senate,58,6856,6,97.6
82,Senate,58,6939,1,64.2
82,Senate,58,7020,1,15.2
82,Senate,58,7070,6,96.4
82,Senate,58,7229,6,90.2
82,Senate,58,7958,6,95.9
82,Senate,58,8138,6,98.4
82,Senate,58,8185,1,74.5
82,Senate,58,8270,7,67.6
82,Senate,58,8593,7,98.5
82,Senate,58,8635,1,86.2
82,Senate,58,8666,1,54.7
82,Senate,58,8708,6,97.4
82,Senate,58,8764,6,98.9
82,Senate,58,8883,6,98.8
82,Senate,58,9152,1,93.7
82,Senate,58,9374,6,44.4
82,Senate,58,9401,6,31.4
82,Senate,58,9561,6,98.6
82,Senate,58,9865,6,26.2
82,Senate,58,9930,1,61.1
82,Senate,58,9998,1,74.0
82,Senate,58,10110,6,34.0
82,Senate,58,10163,1,96.4
82,Senate,58,10450,6,72.8
82,Senate,58,96738,6,61.7
82,Senate,59,52,1,61.3
82,Senate,59,165,6,66.3
82,Senate,59,645,1,80.6
82,Senate,59,659,3,25.3
82,Senate,59,1021,1,74.3
82,Senate,59,1024,7,81.9
82,Senate,59,1027,1,78.7
82,Senate,59,1338,1,79.2
82,Senate,59,1341,6,22.3
82,Senate,59,1365,1,60.7
82,Senate,59,1395,7,75.9
82,Senate,59,1489,7,77.8
82,Senate,59,1510,1,71.4
82,Senate,59,1570,7,69.7
82,Senate,59,1678,6,68.1
82,Senate,59,1831,6,70.1
82,Senate,59,1986,7,68.7
82,Senate,59,2066,6,31.5
82,Senate,59,2609,3,76.8
82,Senate,59,2691,1,26.9
82,Senate,59,2745,7,64.9
82,Senate,59,2803,1,77.3
82,Senate,59,2822,1,44.1
82,Senate,59,2838,6,24.6
82,Senate,59,2901,1,36.2
82,Senate,59,3110,1,77.1
82,Senate,59,3206,7,70.7
82,Senate,59,3349,3,49.7
82,Senate,59,3388,7,78.3
82,Senate,59,3536,6,57.3
82,Senate,59,3603,3,41.8
82,Senate,59,3783,6,72.8
82,Senate,59,4227,6,68.7
82,Senate,59,4321,1,74.4
82,Senate,59,4328,1,26.7
82,Senate,59,4382,1,78.3
82,Senate,59,4418,1,26.4
82,Senate,59,4483,1,44.2
82,Senate,59,4520,1,46.4
82,Senate,59,4728,6,74.7
82,Senate,59,4747,6,64.0
82,Senate,59,4834,6,36.7
82,Senate,59,4922,1,81.7
82,Senate,59,4949,6,52.9
82,Senate,59,4979,6,71.2
82,Senate,59,5009,6,68.6
82,Senate,59,5122,7,78.9
82,Senate,59,5158,2,80.7
82,Senate,59,5213,6,70.3
82,Senate,59,5240,6,78.8
82,Senate,59,5343,6,27.7
82,Senate,59,5452,6,50.8
82,Senate,59,5591,6,78.7
82,Senate,59,5739,5,34.2
82,Senate,59,5767,1,30.9
82,Senate,59,5913,6,73.5
82,Senate,59,5944,7,70.2
82,Senate,59,6021,7,80.7
82,Senate,59,6107,6,65.8
82,Senate,59,6132,6,50.1
82,Senate,59,6137,1,72.6
82,Senate,59,6151,1,43.9
82,Senate,59,6242,6,72.6
82,Senate,59,6293,6,67.7
82,Senate,59,6346,7,68.9
82,Senate,59,6525,7,72.5
82,Senate,59,6597,1,28.5
82,Senate,59,6613,1,33.0
82,Senate,59,6796,1,72.2
82,Senate,59,6820,4,78.9
82,Senate,59,6856,6,75.4
82,Senate,59,6939,1,68.0
82,Senate,59,7020,7,52.1
82,Senate,59,7070,6,68.9
82,Senate,59,7229,6,66.6
82,Senate,59,7958,1,50.4
82,Senate,59,8138,6,57.3
82,Senate,59,8185,1,69.7
82,Senate,59,8270,7,76.7
82,Senate,59,8593,7,66.0
82,Senate,59,8635,1,70.0
82,Senate,59,8666,1,63.6
82,Senate,59,8708,3,48.1
82,Senate,59,8764,6,70.2
82,Senate,59,8883,1,38.4
82,Senate,59,9152,1,78.7
82,Senate,59,9374,6,34.9
82,Senate,59,9401,7,62.9
82,Senate,59,9561,6,72.4
82,Senate,59,9865,6,24.6
82,Senate,59,9930,6,22.1
82,Senate,59,9998,1,79.9
82,Senate,59,10110,1,68.6
82,Senate,59,10163,1,83.0
82,Senate,59,10450,6,36.2
82,Senate,59,96738,6,55.5
82,Senate,60,52,6,80.9
82,Senate,60,165,6,96.0
82,Senate,60,645,6,38.4
82,Senate,60,659,7,90.4
82,Senate,60,1021,1,39.7
82,Senate,60,1024,7,31.5
82,Senate,60,1027,6,43.2
82,Senate,60,1338,1,48.7
82,Senate,60,1341,6,53.9
82,Senate,60,1365,1,10.5
82,Senate,60,1395,7,63.3
82,Senate,60,1489,7,53.2
82,Senate,60,1510,6,70.4
82,Senate,60,1570,7,77.6
82,Senate,60,1678,6,96.4
82,Senate,60,1831,6,96.5
82,Senate,60,1986,7,96.5
82,Senate,60,2066,7,79.9
82,Senate,60,2609,3,50.1
82,Senate,60,2691,1,12.8
82,Senate,60,2745,7,71.7
82,Senate,60,2803,6,59.2
82,Senate,60,2822,7,94.9
82,Senate,60,2838,6,67.0
82,Senate,60,2901,6,95.9
82,Senate,60,3110,1,66.4
82,Senate,60,3206,7,57.9
82,Senate,60,3349,7,94.1
82,Senate,60,3388,7,95.5
82,Senate,60,3536,6,95.3
82,Senate,60,3603,7,95.4
82,Senate,60,3783,6,95.3
82,Senate,60,4227,6,96.3
82,Senate,60,4321,6,42.0
82,Senate,60,4328,6,95.2
82,Senate,60,4382,7,49.3
82,Senate,60,4418,6,96.3
82,Senate,60,4483,6,95.3
82,Senate,60,4520,6,94.9
82,Senate,60,4728,6,94.8
82,Senate,60,4747,6,95.9
82,Senate,60,4834,6,65.4
82,Senate,60,4922,1,65.4
82,Senate,60,4949,6,94.7
82,Senate,60,4979,6,96.6
82,Senate,60,5009,6,96.2
82,Senate,60,5122,6,95.7
82,Senate,60,5158,2,58.1
82,Senate,60,5213,6,96.5
82,Senate,60,5240,6,94.8
82,Senate,60,5343,6,63.7
82,Senate,60,5452,6,94.1
82,Senate,60,5591,6,89.6
82,Senate,60,5739,5,61.3
82,Senate,60,5767,1,3.6
82,Senate,60,5913,6,96.0
82,Senate,60,5944,7,79.3
82,Senate,60,6021,7,33.3
82,Senate,60,6107,6,96.2
82,Senate,60,6132,6,94.1
82,Senate,60,6137,6,72.0
82,Senate,60,6151,6,95.0
82,Senate,60,6242,6,96.5
82,Senate,60,6293,6,96.2
82,Senate,60,6346,7,92.9
82,Senate,60,6525,7,71.1
82,Senate,60,6597,6,96.4
82,Senate,60,6613,6,87.6
82,Senate,60,6796,6,72.5
82,Senate,60,6820,4,95.7
82,Senate,60,6856,6,96.2
82,Senate,60,6939,1,26.6
82,Senate,60,7020,7,92.9
82,Senate,60,7070,6,96.2
82,Senate,60,7229,6,94.6
82,Senate,60,7958,7,93.9
82,Senate,60,8138,6,95.1
82,Senate,60,8185,7,67.1
82,Senate,60,8270,6,61.0
82,Senate,60,8593,7,96.4
82,Senate,60,8635,1,43.2
82,Senate,60,8666,1,20.6
82,Senate,60,8708,6,94.2
82,Senate,60,8764,6,96.5
82,Senate,60,8883,6,95.7
82,Senate,60,9152,1,63.6
82,Senate,60,9374,6,78.4
82,Senate,60,9401,6,73.8
82,Senate,60,9561,6,96.6
82,Senate,60,9865,6,61.1
82,Senate,60,9930,6,57.2
82,Senate,60,9998,1,53.5
82,Senate,60,10110,1,27.7
82,Senate,60,10163,1,81.5
82,Senate,60,10450,6,86.0
82,Senate,60,96738,6,87.4
82,Senate,61,52,1,22.8
82,Senate,61,165,1,77.7
82,Senate,61,645,6,99.3
82,Senate,61,659,1,99.3
82,Senate,61,1021,6,96.7
82,Senate,61,1024,6,99.6
82,Senate,61,1027,6,98.2
82,Senate,61,1338,6,99.9
82,Senate,61,1341,6,99.1
82,Senate,61,1365,6,98.6
82,Senate,61,1395,6,99.4
82,Senate,61,1489,6,99.1
82,Senate,61,1510,6,96.5
82,Senate,61,1570,7,98.2
82,Senate,61,1678,6,23.1
82,Senate,61,1831,1,82.2
82,Senate,61,1986,1,71.6
82,Senate,61,2066,6,98.0
82,Senate,61,2609,6,97.2
82,Senate,61,2691,6,0.8
82,Senate,61,2745,6,77.4
82,Senate,61,2803,6,99.7
82,Senate,61,2822,7,9.9
82,Senate,61,2838,6,99.9
82,Senate,61,2901,5,67.1
82,Senate,61,3110,6,92.4
82,Senate,61,3206,4,85.5
82,Senate,61,3349,6,87.1
82,Senate,61,3388,7,95.8
82,Senate,61,3536,5,63.3
82,Senate,61,3603,7,40.3
82,Senate,61,3783,1,96.2
82,Senate,61,4227,1,80.8
82,Senate,61,4321,6,88.1
82,Senate,61,4328,1,96.8
82,Senate,61,4382,6,98.9
82,Senate,61,4418,1,83.4
82,Senate,61,4483,6,78.4
82,Senate,61,4520,6,84.4
82,Senate,61,4728,1,98.2
82,Senate,61,4747,1,68.6
82,Senate,61,4834,1,37.3
82,Senate,61,4922,6,99.9
82,Senate,61,4949,6,83.8
82,Senate,61,4979,1,82.9
82,Senate,61,5009,6,43.9
82,Senate,61,5122,1,98.8
82,Senate,61,5158,5,99.8
82,Senate,61,5213,1,72.9
82,Senate,61,5240,1,99.4
82,Senate,61,5343,6,94.4
82,Senate,61,5452,1,15.1
82,Senate,61,5591,1,99.8
82,Senate,61,5739,2,30.7
82,Senate,61,5767,1,62.4
82,Senate,61,5913,1,95.0
82,Senate,61,5944,7,99.7
82,Senate,61,6021,4,98.8
82,Senate,61,6107,6,54.6
82,Senate,61,6132,4,92.1
82,Senate,61,6137,6,98.9
82,Senate,61,6151,6,88.9
82,Senate,61,6242,1,82.8
82,Senate,61,6293,6,21.5
82,Senate,61,6346,1,95.8
82,Senate,61,6525,7,98.4
82,Senate,61,6597,1,88.1
82,Senate,61,6613,1,96.7
82,Senate,61,6796,6,98.7
82,Senate,61,6820,2,98.9
82,Senate,61,6856,1,96.1
82,Senate,61,6939,6,90.9
82,Senate,61,7020,6,61.2
82,Senate,61,7070,1,84.4
82,Senate,61,7229,1,89.0
82,Senate,61,7958,6,94.3
82,Senate,61,8138,6,87.5
82,Senate,61,8185,6,89.9
82,Senate,61,8270,6,99.6
82,Senate,61,8593,1,54.2
82,Senate,61,8635,6,82.1
82,Senate,61,8666,6,84.3
82,Senate,61,8708,6,94.7
82,Senate,61,8764,1,70.5
82,Senate,61,8883,6,75.6
82,Senate,61,9152,6,96.7
82,Senate,61,9374,6,88.1
82,Senate,61,9401,1,28.3
82,Senate,61,9561,1,84.9
82,Senate,61,9865,6,98.5
82,Senate,61,9930,6,99.9
82,Senate,61,9998,6,99.9
82,Senate,61,10110,6,91.4
82,Senate,61,10163,6,99.4
82,Senate,61,10450,6,96.9
82,Senate,61,96738,2,78.9
82,Senate,62,52,1,78.9
82,Senate,62,165,6,99.5
82,Senate,62,645,1,100.0
82,Senate,62,659,6,100.0
82,Senate,62,1021,1,99.8
82,Senate,62,1024,1,100.0
82,Senate,62,1027,1,100.0
82,Senate,62,1338,1,100.0
82,Senate,62,1341,1,100.0
82,Senate,62,1365,1,90.8
82,Senate,62,1395,1,100.0
82,Senate,62,1489,7,100.0
82,Senate,62,1510,1,99.3
82,Senate,62,1570,1,99.1
82,Senate,62,1678,6,99.7
82,Senate,62,1831,6,99.9
82,Senate,62,1986,6,99.7
82,Senate,62,2066,1,98.6
82,Senate,62,2609,7,100.0
82,Senate,62,2691,6,100.0
82,Senate,62,2745,1,89.3
82,Senate,62,2803,7,100.0
82,Senate,62,2822,6,76.5
82,Senate,62,2838,1,100.0
82,Senate,62,2901,6,96.6
82,Senate,62,3110,1,99.9
82,Senate,62,3206,1,98.2
82,Senate,62,3349,1,39.8
82,Senate,62,3388,7,100.0
82,Senate,62,3536,6,89.6
82,Senate,62,3603,5,91.7
82,Senate,62,3783,6,100.0
82,Senate,62,4227,6,99.8
82,Senate,62,4321,1,99.7
82,Senate,62,4328,4,100.0
82,Senate,62,4382,1,100.0
82,Senate,62,4418,6,100.0
82,Senate,62,4483,6,82.4
82,Senate,62,4520,6,73.5
82,Senate,62,4728,6,100.0
82,Senate,62,4747,7,98.8
82,Senate,62,4834,1,81.8
82,Senate,62,4922,1,100.0
82,Senate,62,4949,6,71.6
82,Senate,62,4979,6,99.9
82,Senate,62,5009,6,99.4
82,Senate,62,5122,7,100.0
82,Senate,62,5158,1,100.0
82,Senate,62,5213,5,99.8
82,Senate,62,5240,6,100.0
82,Senate,62,5343,1,99.4
82,Senate,62,5452,6,63.7
82,Senate,62,5591,6,100.0
82,Senate,62,5739,1,89.9
82,Senate,62,5767,6,99.6
82,Senate,62,5913,6,100.0
82,Senate,62,5944,7,99.7
82,Senate,62,6021,2,100.0
82,Senate,62,6107,6,98.5
82,Senate,62,6132,1,45.2
82,Senate,62,6137,2,99.8
82,Senate,62,6151,1,22.0
82,Senate,62,6242,6,99.9
82,Senate,62,6293,6,99.7
82,Senate,62,6346,6,99.9
82,Senate,62,6525,1,99.7
82,Senate,62,6597,6,99.9
82,Senate,62,6613,6,99.9
82,Senate,62,6796,1,99.7
82,Senate,62,6820,5,100.0
82,Senate,62,6856,6,100.0
82,Senate,62,6939,3,96.7
82,Senate,62,7020,7,78.1
82,Senate,62,7070,6,99.8
82,Senate,62,7229,6,99.7
82,Senate,62,7958,1,49.9
82,Senate,62,8138,6,81.9
82,Senate,62,8185,6,2.1
82,Senate,62,8270,1,100.0
82,Senate,62,8593,7,98.9
82,Senate,62,8635,1,97.5
82,Senate,62,8666,1,88.0
82,Senate,62,8708,6,58.1
82,Senate,62,8764,6,99.8
82,Senate,62,8883,7,93.4
82,Senate,62,9152,7,100.0
82,Senate,62,9374,1,92.2
82,Senate,62,9401,2,82.6
82,Senate,62,9561,7,100.0
82,Senate,62,9865,1,99.9
82,Senate,62,9930,1,100.0
82,Senate,62,9998,3,100.0
82,Senate,62,10110,7,97.3
82,Senate,62,10163,1,100.0
82,Senate,62,10450,1,93.7
82,Senate,62,96738,7,6.5
82,Senate,63,52,1,99.0
82,Senate,63,165,6,40.9
82,Senate,63,645,1,99.4
82,Senate,63,659,6,82.6
82,Senate,63,1021,1,99.6
82,Senate,63,1024,1,98.9
82,Senate,63,1027,1,99.7
82,Senate,63,1338,1,97.2
82,Senate,63,1341,1,99.2
82,Senate,63,1365,1,89.0
82,Senate,63,1395,1,98.5
82,Senate,63,1489,7,99.2
82,Senate,63,1510,1,99.2
82,Senate,63,1570,1,97.9
82,Senate,63,1678,6,49.8
82,Senate,63,1831,6,56.8
82,Senate,63,1986,1,45.2
82,Senate,63,2066,6,2.5
82,Senate,63,2609,7,99.7
82,Senate,63,2691,1,17.7
82,Senate,63,2745,1,99.7
82,Senate,63,2803,7,98.1
82,Senate,63,2822,1,63.7
82,Senate,63,2838,1,94.6
82,Senate,63,2901,7,N/A
82,Senate,63,3110,1,99.9
82,Senate,63,3206,1,99.9
82,Senate,63,3349,1,82.6
82,Senate,63,3388,7,N/A
82,Senate,63,3536,6,23.8
82,Senate,63,3603,7,N/A
82,Senate,63,3783,6,62.8
82,Senate,63,4227,6,50.5
82,Senate,63,4321,1,99.9
82,Senate,63,4328,1,34.4
82,Senate,63,4382,1,99.4
82,Senate,63,4418,6,73.6
82,Senate,63,4483,1,73.5
82,Senate,63,4520,1,76.1
82,Senate,63,4728,6,72.6
82,Senate,63,4747,7,N/A
82,Senate,63,4834,1,99.8
82,Senate,63,4922,1,97.6
82,Senate,63,4949,1,78.4
82,Senate,63,4979,1,37.9
82,Senate,63,5009,6,61.3
82,Senate,63,5122,7,N/A
82,Senate,63,5158,1,98.3
82,Senate,63,5213,7,N/A
82,Senate,63,5240,6,89.8
82,Senate,63,5343,1,99.6
82,Senate,63,5452,1,83.0
82,Senate,63,5591,6,97.3
82,Senate,63,5739,3,99.9
82,Senate,63,5767,1,39.2
82,Senate,63,5913,6,67.1
82,Senate,63,5944,7,94.3
82,Senate,63,6021,3,99.6
82,Senate,63,6107,6,53.1
82,Senate,63,6132,7,N/A
82,Senate,63,6137,3,98.3
82,Senate,63,6151,1,64.2
82,Senate,63,6242,6,68.8
82,Senate,63,6293,6,47.0
82,Senate,63,6346,1,56.4
82,Senate,63,6525,1,98.7
82,Senate,63,6597,7,N/A
82,Senate,63,6613,1,62.1
82,Senate,63,6796,1,98.4
82,Senate,63,6820,7,N/A
82,Senate,63,6856,6,75.5
82,Senate,63,6939,1,99.4
82,Senate,63,7020,7,N/A
82,Senate,63,7070,6,49.9
82,Senate,63,7229,7,N/A
82,Senate,63,7958,1,77.2
82,Senate,63,8138,1,61.6
82,Senate,63,8185,1,99.7
82,Senate,63,8270,1,98.3
82,Senate,63,8593,7,N/A
82,Senate,63,8635,1,99.9
82,Senate,63,8666,1,99.1
82,Senate,63,8708,1,70.1
82,Senate,63,8764,1,37.2
82,Senate,63,8883,7,N/A
82,Senate,63,9152,7,99.8
82,Senate,63,9374,1,99.1
82,Senate,63,9401,3,99.6
82,Senate,63,9561,7,N/A
82,Senate,63,9865,1,99.2
82,Senate,63,9930,1,95.2
82,Senate,63,9998,3,96.1
82,Senate,63,10110,1,99.4
82,Senate,63,10163,1,99.0
82,Senate,63,10450,1,95.6
82,Senate,63,96738,3,94.2
82,Senate,64,52,6,34.1
82,Senate,64,165,6,46.9
82,Senate,64,645,1,74.7
82,Senate,64,659,1,35.6
82,Senate,64,1021,1,72.4
82,Senate,64,1024,1,75.3
82,Senate,64,1027,1,72.9
82,Senate,64,1338,1,78.5
82,Senate,64,1341,6,24.6
82,Senate,64,1365,1,76.5
82,Senate,64,1395,6,23.2
82,Senate,64,1489,1,75.3
82,Senate,64,1510,6,27.1
82,Senate,64,1570,1,75.2
82,Senate,64,1678,6,47.1
82,Senate,64,1831,1,50.8
82,Senate,64,1986,1,53.9
82,Senate,64,2066,1,75.2
82,Senate,64,2609,1,72.1
82,Senate,64,2691,1,35.9
82,Senate,64,2745,7,65.2
82,Senate,64,2803,1,77.8
82,Senate,64,2822,1,69.7
82,Senate,64,2838,1,80.1
82,Senate,64,2901,1,62.3
82,Senate,64,3110,1,67.4
82,Senate,64,3206,1,66.5
82,Senate,64,3349,1,69.5
82,Senate,64,3388,7,39.0
82,Senate,64,3536,1,63.2
82,Senate,64,3603,2,62.4
82,Senate,64,3783,1,43.2
82,Senate,64,4227,6,48.3
82,Senate,64,4321,1,66.2
82,Senate,64,4328,1,42.3
82,Senate,64,4382,1,74.5
82,Senate,64,4418,1,48.2
82,Senate,64,4483,1,66.6
82,Senate,64,4520,1,68.4
82,Senate,64,4728,6,60.1
82,Senate,64,4747,7,55.8
82,Senate,64,4834,6,39.0
82,Senate,64,4922,1,77.0
82,Senate,64,4949,1,68.3
82,Senate,64,4979,6,49.9
82,Senate,64,5009,6,43.7
82,Senate,64,5122,7,36.3
82,Senate,64,5158,1,77.1
82,Senate,64,5213,7,52.8
82,Senate,64,5240,6,65.5
82,Senate,64,5343,6,29.1
82,Senate,64,5452,6,31.2
82,Senate,64,5591,6,70.0
82,Senate,64,5739,4,37.8
82,Senate,64,5767,1,55.2
82,Senate,64,5913,6,56.0
82,Senate,64,5944,7,78.9
82,Senate,64,6021,7,73.0
82,Senate,64,6107,1,59.5
82,Senate,64,6132,6,28.6
82,Senate,64,6137,6,23.9
82,Senate,64,6151,1,69.3
82,Senate,64,6242,6,50.7
82,Senate,64,6293,6,47.4
82,Senate,64,6346,1,44.1
82,Senate,64,6525,1,75.1
82,Senate,64,6597,1,48.4
82,Senate,64,6613,1,42.3
82,Senate,64,6796,1,75.6
82,Senate,64,6820,7,36.2
82,Senate,64,6856,6,57.8
82,Senate,64,6939,1,69.8
82,Senate,64,7020,7,63.0
82,Senate,64,7070,6,49.5
82,Senate,64,7229,7,49.1
82,Senate,64,7958,1,72.5
82,Senate,64,8138,1,68.6
82,Senate,64,8185,1,68.9
82,Senate,64,8270,6,22.7
82,Senate,64,8593,7,58.1
82,Senate,64,8635,1,65.3
82,Senate,64,8666,1,67.8
82,Senate,64,8708,1,72.4
82,Senate,64,8764,1,53.2
82,Senate,64,8883,7,64.6
82,Senate,64,9152,1,70.6
82,Senate,64,9374,6,31.0
82,Senate,64,9401,5,36.1
82,Senate,64,9561,7,48.9
82,Senate,64,9865,6,25.4
82,Senate,64,9930,6,20.3
82,Senate,64,9998,3,78.8
82,Senate,64,10110,1,69.9
82,Senate,64,10163,1,72.9
82,Senate,64,10450,1,74.3
82,Senate,64,96738,4,47.1
82,Senate,65,52,6,17.1
82,Senate,65,165,6,71.4
82,Senate,65,645,1,98.4
82,Senate,65,659,6,78.5
82,Senate,65,1021,1,95.4
82,Senate,65,1024,1,98.9
82,Senate,65,1027,1,97.3
82,Senate,65,1338,1,98.9
82,Senate,65,1341,1,97.7
82,Senate,65,1365,1,85.1
82,Senate,65,1395,7,97.4
82,Senate,65,1489,1,97.7
82,Senate,65,1510,1,94.1
82,Senate,65,1570,1,93.9
82,Senate,65,1678,6,77.6
82,Senate,65,1831,6,81.8
82,Senate,65,1986,6,81.5
82,Senate,65,2066,6,7.0
82,Senate,65,2609,1,96.3
82,Senate,65,2691,1,25.5
82,Senate,65,2745,1,85.8
82,Senate,65,2803,1,98.2
82,Senate,65,2822,1,42.0
82,Senate,65,2838,1,98.2
82,Senate,65,2901,6,78.5
82,Senate,65,3110,1,94.3
82,Senate,65,3206,7,90.5
82,Senate,65,3349,1,62.9
82,Senate,65,3388,7,97.2
82,Senate,65,3536,1,47.2
82,Senate,65,3603,7,54.9
82,Senate,65,3783,6,80.5
82,Senate,65,4227,6,77.8
82,Senate,65,4321,1,92.3
82,Senate,65,4328,6,81.3
82,Senate,65,4382,1,97.6
82,Senate,65,4418,6,92.7
82,Senate,65,4483,1,48.4
82,Senate,65,4520,1,53.7
82,Senate,65,4728,6,83.0
82,Senate,65,4747,7,66.8
82,Senate,65,4834,1,81.5
82,Senate,65,4922,1,99.2
82,Senate,65,4949,1,56.1
82,Senate,65,4979,6,85.2
82,Senate,65,5009,7,87.6
82,Senate,65,5122,7,93.5
82,Senate,65,5158,1,98.9
82,Senate,65,5213,7,86.5
82,Senate,65,5240,6,90.5
82,Senate,65,5343,1,93.8
82,Senate,65,5452,1,62.1
82,Senate,65,5591,1,13.7
82,Senate,65,5739,3,84.3
82,Senate,65,5767,6,86.7
82,Senate,65,5913,6,84.3
82,Senate,65,5944,7,95.5
82,Senate,65,6021,2,98.0
82,Senate,65,6107,6,81.2
82,Senate,65,6132,6,37.9
82,Senate,65,6137,1,95.8
82,Senate,65,6151,1,42.0
82,Senate,65,6242,6,89.7
82,Senate,65,6293,6,75.6
82,Senate,65,6346,1,30.4
82,Senate,65,6525,1,95.4
82,Senate,65,6597,6,83.3
82,Senate,65,6613,1,36.4
82,Senate,65,6796,1,95.5
82,Senate,65,6820,7,93.3
82,Senate,65,6856,6,88.7
82,Senate,65,6939,1,90.6
82,Senate,65,7020,1,61.6
82,Senate,65,7070,6,77.0
82,Senate,65,7229,6,67.6
82,Senate,65,7958,1,62.5
82,Senate,65,8138,7,61.9
82,Senate,65,8185,6,8.7
82,Senate,65,8270,1,97.9
82,Senate,65,8593,7,78.5
82,Senate,65,8635,1,89.3
82,Senate,65,8666,1,86.1
82,Senate,65,8708,1,54.3
82,Senate,65,8764,7,87.4
82,Senate,65,8883,7,73.3
82,Senate,65,9152,1,96.5
82,Senate,65,9374,6,12.0
82,Senate,65,9401,5,16.6
82,Senate,65,9561,7,88.1
82,Senate,65,9865,1,96.6
82,Senate,65,9930,1,98.9
82,Senate,65,9998,3,99.2
82,Senate,65,10110,1,91.0
82,Senate,65,10163,1,98.8
82,Senate,65,10450,1,88.6
82,Senate,65,96738,7,56.1
82,Senate,66,52,6,95.7
82,Senate,66,165,6,98.9
82,Senate,66,645,1,87.6
82,Senate,66,659,6,100.0
82,Senate,66,1021,5,56.0
82,Senate,66,1024,1,96.3
82,Senate,66,1027,1,66.0
82,Senate,66,1338,2,98.7
82,Senate,66,1341,1,80.7
82,Senate,66,1365,1,83.2
82,Senate,66,1395,7,86.9
82,Senate,66,1489,7,80.5
82,Senate,66,1510,6,56.8
82,Senate,66,1570,1,65.1
82,Senate,66,1678,6,97.7
82,Senate,66,1831,6,98.0
82,Senate,66,1986,7,94.3
82,Senate,66,2066,6,35.8
82,Senate,66,2609,2,49.7
82,Senate,66,2691,6,100.0
82,Senate,66,2745,6,96.7
82,Senate,66,2803,1,94.4
82,Senate,66,2822,1,68.5
82,Senate,66,2838,1,99.1
82,Senate,66,2901,6,59.6
82,Senate,66,3110,6,74.8
82,Senate,66,3206,4,92.3
82,Senate,66,3349,6,62.5
82,Senate,66,3388,7,95.9
82,Senate,66,3536,1,11.3
