congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
118,Senate,14226,31,0,IA,200,,,"GRASSLEY, Charles Ernest",G000386,1933.0,,0.36,-0.039,-135.85289,0.7697,519,63,,0.445,-0.122
118,Senate,41502,31,0,IA,200,,,"ERNST, Joni",E000295,1970.0,,0.53,-0.019,-90.71638,0.83646,508,37,,0.491,0.146
118,Senate,21734,32,0,KS,200,,,"MARSHALL, Roger Wayne",M001198,1960.0,,0.603,0.147,-115.36388,0.79396,500,63,,0.692,-0.061
118,Senate,29722,32,0,KS,200,,,"MORAN, Jerry",M000934,1954.0,,0.414,0.218,-86.28038,0.83485,478,48,,0.375,0.197
118,Senate,14921,51,0,KY,200,,,"McCONNELL, Addison Mitchell (Mitch)",M000355,1942.0,,0.403,0.025,-80.40501,0.84866,490,35,,0.354,0.154
118,Senate,41104,51,0,KY,200,,,"PAUL, Rand",P000603,1963.0,,0.891,-0.454,-113.15537,0.79747,500,54,,0.906,-0.423
118,Senate,20919,45,0,LA,200,,,"CASSIDY, Bill",C001075,1957.0,,0.465,-0.057,-133.837,0.76516,500,60,,0.463,-0.027
118,Senate,41703,45,0,LA,200,,,"KENNEDY, John Neely",K000393,1951.0,,0.557,-0.138,-153.26002,0.73868,506,77,,0.531,-0.299
118,Senate,41300,2,0,ME,328,,,"KING, Angus Stanley, Jr.",K000383,1944.0,,-0.163,-0.192,-26.24698,0.94993,511,11,,-0.209,0.056
118,Senate,49703,2,0,ME,200,,,"COLLINS, Susan Margaret",C001035,1952.0,,0.118,-0.525,-61.43767,0.88937,524,29,,0.149,-0.414
118,Senate,15408,52,0,MD,100,,,"CARDIN, Benjamin Louis",C000141,1943.0,,-0.32,-0.225,-31.12806,0.94124,514,11,,-0.545,0.063
118,Senate,20330,52,0,MD,100,,,"VAN HOLLEN, Christopher",V000128,1959.0,,-0.393,-0.212,-28.3678,0.94711,522,17,,-0.568,-0.144
118,Senate,14435,3,0,MA,100,,,"MARKEY, Edward John",M000133,1946.0,,-0.515,-0.467,-36.89808,0.93034,511,19,,-0.668,-0.744
118,Senate,41301,3,0,MA,100,,,"WARREN, Elizabeth",W000817,1949.0,,-0.751,-0.349,-24.30305,0.95434,520,12,,-0.719,-0.467
118,Senate,20923,23,0,MI,100,,,"PETERS, Gary C.",P000595,1958.0,,-0.247,-0.182,-18.70973,0.96473,521,6,,-0.257,-0.08
118,Senate,29732,23,0,MI,100,,,"STABENOW, Deborah Ann",S000770,1950.0,,-0.343,-0.015,-13.48453,0.97386,509,5,,-0.349,-0.05
118,Senate,40700,33,0,MN,100,,,"KLOBUCHAR, Amy",K000367,1960.0,,-0.283,-0.348,-22.62524,0.95685,513,9,,-0.244,-0.121
118,Senate,41706,33,0,MN,100,,,"SMITH, Tina",S001203,1958.0,,-0.397,-0.068,-11.52675,0.97761,509,2,,-0.378,-0.123
118,Senate,29534,46,0,MS,200,,,"WICKER, Roger F.",W000437,1951.0,,0.376,0.346,-70.38501,0.87249,516,30,,0.378,0.332
118,Senate,41707,46,0,MS,200,,,"HYDE-SMITH, Cindy",H001079,1959.0,,0.444,0.357,-69.73393,0.87102,505,36,,0.455,0.315
118,Senate,41901,34,0,MO,200,,,"HAWLEY, Joshua David",H001089,1979.0,,0.799,-0.245,-71.17292,0.86325,484,38,,0.971,-0.24
118,Senate,42303,34,0,MO,200,,,"SCHMITT, Eric Stephen",S001227,1975.0,,0.968,-0.024,-48.45691,0.9071,497,26,,0.968,-0.024
118,Senate,21338,64,0,MT,200,,,"DAINES, Steve",D000618,1962.0,,0.594,-0.043,-80.99527,0.851,502,45,,0.645,-0.072
118,Senate,40702,64,0,MT,100,,,"TESTER, Jon",T000464,1956.0,,-0.213,0.154,-66.04422,0.88008,517,32,,-0.17,0.116
118,Senate,41302,35,0,NE,200,,,"FISCHER, Debra (Deb)",F000463,1951.0,,0.464,0.319,-53.40921,0.90257,521,14,,0.479,0.449
118,Senate,42302,35,0,NE,200,,,"RICKETTS, John Peter (Pete)",R000618,1964.0,,0.436,0.513,-80.81417,0.85185,504,31,,0.436,0.513
118,Senate,21743,65,0,NV,100,,,"ROSEN, Jacklyn Sheryl",R000608,1957.0,,-0.287,0.314,-33.64396,0.93781,524,14,,-0.325,0.472
118,Senate,41700,65,0,NV,100,,,"CORTEZ MASTO, Catherine Marie",C001113,1964.0,,-0.36,0.315,-14.09513,0.973,515,5,,-0.335,0.163
118,Senate,40906,4,0,NH,100,,,"SHAHEEN, Jeanne",S001181,1947.0,,-0.239,-0.129,-14.38563,0.97158,499,4,,-0.315,0.117
118,Senate,41702,4,0,NH,100,,,"HASSAN, Margaret (Maggie)",H001076,1958.0,,-0.235,0.026,-13.64853,0.974,518,3,,-0.289,0.105
118,Senate,29373,12,0,NJ,100,,,"MENENDEZ, Robert",M000639,1954.0,,-0.366,-0.126,-46.0427,0.90706,472,17,,-0.268,-0.275
118,Senate,41308,12,0,NJ,100,,,"BOOKER, Cory Anthony",B001288,1969.0,,-0.575,-0.279,-28.48105,0.94431,497,14,,-0.42,-0.451
118,Senate,20930,66,0,NM,100,,,"HEINRICH, Martin",H001046,1971.0,,-0.33,-0.026,-19.82232,0.96246,518,7,,-0.378,-0.073
118,Senate,20932,66,0,NM,100,,,"LUJÁN, Ben Ray",L000570,1972.0,,-0.368,0.012,-22.08815,0.95833,519,9,,-0.389,-0.06
118,Senate,14858,13,0,NY,100,,,"SCHUMER, Charles Ellis (Chuck)",S000148,1950.0,,-0.354,-0.416,-43.36716,0.92013,521,14,,-0.202,-0.421
118,Senate,20735,13,0,NY,100,,,"GILLIBRAND, Kirsten",G000555,1966.0,,-0.467,-0.388,-25.64733,0.95151,516,10,,-0.353,-0.074
118,Senate,21708,47,0,NC,200,,,"BUDD, Theodore Paul",B001305,1971.0,,0.636,-0.067,-63.38269,0.88248,507,29,,0.633,-0.036
118,Senate,41504,47,0,NC,200,,,"TILLIS, Thomas Roland (Thom)",T000476,1960.0,,0.389,-0.096,-107.12978,0.79656,471,54,,0.347,-0.069
118,Senate,21350,36,0,ND,200,,,"CRAMER, Kevin",C001096,1961.0,,0.4,0.378,-78.03951,0.8482,474,32,,0.427,0.293
118,Senate,41107,36,0,ND,200,,,"HOEVEN, John",H001061,1957.0,,0.397,0.459,-91.88829,0.83513,510,44,,0.473,0.503
118,Senate,29389,24,0,OH,100,,,"BROWN, Sherrod",B000944,1952.0,,-0.426,-0.098,-55.31185,0.89816,515,19,,-0.235,0.006
118,Senate,42304,24,0,OH,200,,,"VANCE, James David",V000137,1984.0,,0.849,-0.529,-75.98418,0.85499,485,39,,0.849,-0.529
118,Senate,21166,53,0,OK,200,,,"LANKFORD, James",L000575,1968.0,,0.593,0.145,-96.34017,0.83058,519,36,,0.539,0.123
118,Senate,21355,53,0,OK,200,,,"MULLIN, Markwayne",M001190,1977.0,,0.535,0.236,-73.72153,0.86058,491,29,,0.49,0.382
118,Senate,14871,72,0,OR,100,,,"WYDEN, Ronald Lee",W000779,1949.0,,-0.33,-0.484,-27.65263,0.9485,523,15,,-0.342,-0.684
118,Senate,40908,72,0,OR,100,,,"MERKLEY, Jeff",M001176,1956.0,,-0.445,-0.741,-44.92788,0.9152,507,18,,-0.49,-0.794
118,Senate,40703,14,0,PA,100,,,"CASEY, Robert (Bob), Jr.",C001070,1960.0,,-0.313,0.168,-14.26415,0.9722,506,4,,-0.295,0.049
118,Senate,42301,14,0,PA,100,,,"FETTERMAN, John Karl",F000479,1969.0,,-0.341,0.067,-18.33512,0.95768,424,6,,-0.341,0.068
118,Senate,29142,5,0,RI,100,,,"REED, John F. (Jack)",R000122,1949.0,,-0.367,-0.172,-14.99047,0.9718,524,5,,-0.407,-0.065
118,Senate,40704,5,0,RI,100,,,"WHITEHOUSE, Sheldon",W000802,1955.0,,-0.356,-0.084,-14.02864,0.97308,514,3,,-0.435,0.001
118,Senate,21173,48,0,SC,200,,,"SCOTT, Tim",S001184,1965.0,,0.633,0.003,-48.50339,0.88554,399,13,,0.672,0.077
118,Senate,29566,48,0,SC,200,,,"GRAHAM, Lindsey O.",G000359,1955.0,,0.368,-0.279,-178.48252,0.69626,493,95,,0.311,-0.34
118,Senate,29754,37,0,SD,200,,,"THUNE, John",T000250,1961.0,,0.432,0.228,-78.74945,0.86046,524,34,,0.425,0.499
118,Senate,41505,37,0,SD,200,,,"ROUNDS, Marion Michael (Mike)",R000605,1954.0,,0.344,0.098,-108.94907,0.80899,514,48,,0.27,0.235
118,Senate,20351,54,0,TN,200,,,"BLACKBURN, Marsha",B001243,1952.0,,0.631,0.14,-51.21281,0.90171,495,20,,0.697,0.022
118,Senate,42100,54,0,TN,200,,,"HAGERTY, William Francis (Bill)",H000601,1959.0,,0.676,-0.087,-57.28041,0.88433,466,21,,0.652,0.022
118,Senate,40305,49,0,TX,200,,,"CORNYN, John",C001056,1952.0,,0.471,-0.07,-89.34077,0.8396,511,38,,0.444,0.03
118,Senate,41304,49,0,TX,200,,,"CRUZ, Rafael Edward (Ted)",C001098,1970.0,,0.784,-0.187,-65.43144,0.87428,487,37,,0.702,-0.061
118,Senate,41110,67,0,UT,200,,,"LEE, Mike",L000577,1971.0,,0.891,-0.454,-72.23791,0.86497,498,49,,0.873,-0.487
118,Senate,41902,67,0,UT,200,,,"ROMNEY, Willard Mitt (Mitt)",R000615,1947.0,,0.285,0.3,-83.93622,0.84286,491,39,,0.264,0.342
118,Senate,20750,6,0,VT,100,,,"WELCH, Peter",W000800,1947.0,,-0.41,-0.381,-31.44147,0.94066,514,17,,-0.525,-0.622
118,Senate,29147,6,0,VT,328,,,"SANDERS, Bernard",S000033,1941.0,,-0.543,-0.417,-113.70155,0.78349,466,43,,-0.981,-0.192
118,Senate,40909,40,0,VA,100,,,"WARNER, Mark",W000805,1954.0,,-0.207,-0.051,-28.52719,0.94642,518,9,,-0.4,0.221
118,Senate,41305,40,0,VA,100,,,"KAINE, Timothy Michael (Tim)",K000384,1958.0,,-0.247,-0.07,-45.23328,0.91699,522,15,,-0.399,0.037
118,Senate,39310,73,0,WA,100,,,"CANTWELL, Maria E.",C000127,1958.0,,-0.305,-0.409,-17.65615,0.96643,517,5,,-0.355,-0.284
118,Senate,49308,73,0,WA,100,,,"MURRAY, Patty",M001111,1950.0,,-0.352,-0.305,-13.80599,0.97345,513,4,,-0.322,-0.291
118,Senate,20146,56,0,WV,200,,,"CAPITO, Shelley Moore",C001047,1953.0,,0.28,0.139,-92.89973,0.83044,500,28,,0.319,0.297
118,Senate,40915,56,0,WV,100,,,"MANCHIN, Joe, III",M001183,1947.0,,-0.057,0.4,-69.44833,0.86209,468,17,,-0.034,0.32
118,Senate,90915,56,0,WV,328,,,"MANCHIN, Joe, III",M001183,1947.0,,,,,,,,,-0.173,0.202
118,Senate,29940,25,0,WI,100,,,"BALDWIN, Tammy",B001230,1962.0,,-0.491,-0.137,-34.63607,0.93568,521,16,,-0.312,-0.352
118,Senate,41111,25,0,WI,200,,,"JOHNSON, Ron",J000293,1955.0,,0.644,-0.155,-63.93134,0.88153,507,24,,0.736,-0.145
118,Senate,20953,68,0,WY,200,,,"LUMMIS, Cynthia M.",L000571,1954.0,,0.688,-0.339,-80.06432,0.85066,495,45,,0.66,-0.216
118,Senate,40707,68,0,WY,200,,,"BARRASSO, John A.",B001261,1952.0,,0.538,0.201,-46.65404,0.89343,414,17,,0.561,0.09
